seed,result,tides_completed,final_weave,max_weave,invaders_killed,natives_killed,heart_damage_events,peak_corruption,total_corruption_at_end,total_presence_at_end,sacrifices,total_fear_generated,export_string
398,Weathered,6,20,20,22,0,0,6,20,3,0,36,"SEED:398|0:PlayTop:ember_006:-|1:SelectTarget:-:M1|2:PlayTop:ember_004:-|3:PlayBottom:ember_008:-|4:SelectTarget:-:A1|5:Rest:-:-|6:PlayTop:ember_002:-|7:SelectTarget:-:A1|8:PlayTop:ember_003:-|9:PlayBottom:ember_001:-|10:SelectTarget:-:A2|11:Rest:-:-|12:PlayTop:ember_003:-|13:PlayTop:ember_004:-|14:PlayBottom:ember_005:-|15:SelectTarget:-:A1|16:Rest:-:-|17:PlayTop:ember_004:-|18:PlayTop:ember_007:-|19:Rest:-:-|20:PlayTop:ember_004:-|21:Rest:-:-|22:SkipPhase:-:-|23:SkipPhase:-:-"
399,Clean,6,20,20,23,0,0,6,21,4,0,44,"SEED:399|0:PlayTop:ember_002:-|1:SelectTarget:-:M1|2:PlayTop:ember_006:-|3:SelectTarget:-:A1|4:PlayBottom:ember_008:-|5:SelectTarget:-:A1|6:Rest:-:-|7:PlayTop:ember_001:-|8:SelectTarget:-:A2|9:PlayTop:ember_003:-|10:PlayBottom:ember_004:-|11:Rest:-:-|12:PlayTop:ember_003:-|13:PlayTop:ember_007:-|14:PlayBottom:ember_002:-|15:SelectTarget:-:M2|16:Rest:-:-|17:PlayTop:ember_003:-|18:PlayTop:ember_005:-|19:SelectTarget:-:A1|20:Rest:-:-|21:PlayTop:ember_005:-|22:SelectTarget:-:A1|23:Rest:-:-|24:SkipPhase:-:-|25:SkipPhase:-:-"
400,Weathered,6,20,20,23,0,0,6,24,5,0,35,"SEED:400|0:PlayTop:ember_006:-|1:SelectTarget:-:M1|2:PlayTop:ember_002:-|3:SelectTarget:-:A1|4:PlayBottom:ember_003:-|5:Rest:-:-|6:PlayTop:ember_001:-|7:SelectTarget:-:A2|8:PlayTop:ember_008:-|9:SelectTarget:-:A3|10:PlayBottom:ember_004:-|11:Rest:-:-|12:PlayTop:ember_008:-|13:SelectTarget:-:A2|14:PlayTop:ember_005:-|15:SelectTarget:-:A1|16:PlayBottom:ember_006:-|17:SelectTarget:-:M2|18:Rest:-:-|19:PlayTop:ember_007:-|20:PlayTop:ember_008:-|21:Rest:-:-|22:PlayTop:ember_007:-|23:Rest:-:-|24:SkipPhase:-:-|25:SkipPhase:-:-"
401,Clean,6,20,20,23,0,0,6,21,5,0,26,"SEED:401|0:PlayTop:ember_002:-|1:SelectTarget:-:M1|2:PlayTop:ember_006:-|3:SelectTarget:-:A1|4:PlayBottom:ember_001:-|5:SelectTarget:-:A1|6:Rest:-:-|7:PlayTop:ember_008:-|8:SelectTarget:-:A3|9:PlayTop:ember_004:-|10:PlayBottom:ember_003:-|11:Rest:-:-|12:PlayTop:ember_008:-|13:SelectTarget:-:A3|14:PlayTop:ember_007:-|15:PlayBottom:ember_006:-|16:SelectTarget:-:A2|17:Rest:-:-|18:PlayTop:ember_005:-|19:SelectTarget:-:A1|20:PlayTop:ember_007:-|21:Rest:-:-|22:PlayTop:ember_005:-|23:SelectTarget:-:M1|24:Rest:-:-|25:SkipPhase:-:-|26:SkipPhase:-:-"
402,Weathered,6,20,20,22,0,0,6,19,4,0,14,"SEED:402|0:PlayTop:ember_006:-|1:SelectTarget:-:M1|2:PlayTop:ember_002:-|3:SelectTarget:-:A1|4:PlayBottom:ember_008:-|5:SelectTarget:-:A1|6:Rest:-:-|7:PlayTop:ember_003:-|8:PlayTop:ember_001:-|9:SelectTarget:-:A3|10:PlayBottom:ember_004:-|11:Rest:-:-|12:PlayTop:ember_001:-|13:SelectTarget:-:A1|14:PlayTop:ember_005:-|15:SelectTarget:-:A1|16:PlayBottom:ember_002:-|17:SelectTarget:-:M2|18:Rest:-:-|19:PlayTop:ember_007:-|20:PlayTop:ember_005:-|21:SelectTarget:-:M1|22:Rest:-:-|23:PlayTop:ember_005:-|24:SelectTarget:-:A1|25:Rest:-:-|26:SkipPhase:-:-|27:SkipPhase:-:-"
403,Weathered,6,20,20,22,0,0,6,20,3,0,31,"SEED:403|0:PlayTop:ember_006:-|1:SelectTarget:-:M1|2:PlayTop:ember_003:-|3:PlayBottom:ember_001:-|4:SelectTarget:-:A1|5:Rest:-:-|6:PlayTop:ember_002:-|7:SelectTarget:-:A1|8:PlayTop:ember_008:-|9:SelectTarget:-:A2|10:PlayBottom:ember_004:-|11:Rest:-:-|12:PlayTop:ember_003:-|13:PlayTop:ember_007:-|14:PlayBottom:ember_008:-|15:SelectTarget:-:A1|16:Rest:-:-|17:PlayTop:ember_005:-|18:SelectTarget:-:A1|19:PlayTop:ember_003:-|20:Rest:-:-|21:PlayTop:ember_003:-|22:Rest:-:-|23:SkipPhase:-:-|24:SkipPhase:-:-"
404,Weathered,6,20,20,22,0,0,6,21,5,0,18,"SEED:404|0:PlayTop:ember_004:-|1:PlayTop:ember_007:-|2:PlayBottom:ember_003:-|3:Rest:-:-|4:PlayTop:ember_002:-|5:SelectTarget:-:M1|6:PlayTop:ember_006:-|7:SelectTarget:-:A1|8:PlayBottom:ember_001:-|9:SelectTarget:-:A3|10:Rest:-:-|11:PlayTop:ember_008:-|12:SelectTarget:-:A2|13:PlayTop:ember_005:-|14:SelectTarget:-:A1|15:PlayBottom:ember_006:-|16:SelectTarget:-:M2|17:Rest:-:-|18:PlayTop:ember_007:-|19:PlayTop:ember_005:-|20:SelectTarget:-:I1|21:Rest:-:-|22:PlayTop:ember_007:-|23:Rest:-:-|24:SkipPhase:-:-|25:SkipPhase:-:-"
405,Weathered,6,20,20,22,0,0,6,20,3,0,26,"SEED:405|0:PlayTop:ember_006:-|1:SelectTarget:-:M1|2:PlayTop:ember_003:-|3:PlayBottom:ember_001:-|4:SelectTarget:-:A1|5:Rest:-:-|6:PlayTop:ember_002:-|7:SelectTarget:-:A1|8:PlayTop:ember_008:-|9:SelectTarget:-:A3|10:PlayBottom:ember_004:-|11:Rest:-:-|12:PlayTop:ember_003:-|13:PlayTop:ember_008:-|14:SelectTarget:-:A3|15:PlayBottom:ember_005:-|16:SelectTarget:-:A1|17:Rest:-:-|18:PlayTop:ember_007:-|19:PlayTop:ember_008:-|20:Rest:-:-|21:PlayTop:ember_008:-|22:SelectTarget:-:A3|23:Rest:-:-|24:SkipPhase:-:-|25:SkipPhase:-:-"
406,Clean,6,20,20,23,0,0,6,20,5,0,35,"SEED:406|0:PlayTop:ember_002:-|1:SelectTarget:-:M1|2:PlayTop:ember_004:-|3:PlayBottom:ember_008:-|4:SelectTarget:-:A1|5:Rest:-:-|6:PlayTop:ember_006:-|7:SelectTarget:-:A1|8:PlayTop:ember_003:-|9:PlayBottom:ember_001:-|10:SelectTarget:-:A1|11:Rest:-:-|12:PlayTop:ember_004:-|13:PlayTop:ember_007:-|14:PlayBottom:ember_006:-|15:SelectTarget:-:A2|16:Rest:-:-|17:PlayTop:ember_004:-|18:PlayTop:ember_005:-|19:SelectTarget:-:A1|20:Rest:-:-|21:PlayTop:ember_005:-|22:SelectTarget:-:M1|23:Rest:-:-|24:SkipPhase:-:-|25:SkipPhase:-:-"
407,Weathered,6,20,20,23,2,0,6,24,4,0,22,"SEED:407|0:PlayTop:ember_002:-|1:SelectTarget:-:M1|2:PlayTop:ember_004:-|3:PlayBottom:ember_003:-|4:Rest:-:-|5:PlayTop:ember_006:-|6:SelectTarget:-:A1|7:PlayTop:ember_008:-|8:SelectTarget:-:A1|9:PlayBottom:ember_001:-|10:SelectTarget:-:A1|11:Rest:-:-|12:PlayTop:ember_008:-|13:SelectTarget:-:A3|14:PlayTop:ember_007:-|15:PlayBottom:ember_002:-|16:SelectTarget:-:A2|17:Rest:-:-|18:PlayTop:ember_008:-|19:SelectTarget:-:A3|20:PlayTop:ember_005:-|21:SelectTarget:-:A1|22:Rest:-:-|23:PlayTop:ember_005:-|24:SelectTarget:-:M1|25:Rest:-:-|26:SkipPhase:-:-|27:SkipPhase:-:-"
408,Weathered,6,20,20,23,0,0,6,21,4,0,49,"SEED:408|0:PlayTop:ember_006:-|1:SelectTarget:-:M1|2:PlayTop:ember_002:-|3:SelectTarget:-:A1|4:PlayBottom:ember_008:-|5:SelectTarget:-:A2|6:Rest:-:-|7:PlayTop:ember_001:-|8:SelectTarget:-:A3|9:PlayTop:ember_004:-|10:PlayBottom:ember_003:-|11:Rest:-:-|12:PlayTop:ember_004:-|13:PlayTop:ember_007:-|14:PlayBottom:ember_002:-|15:SelectTarget:-:A2|16:Rest:-:-|17:PlayTop:ember_004:-|18:PlayTop:ember_005:-|19:SelectTarget:-:A1|20:Rest:-:-|21:PlayTop:ember_005:-|22:SelectTarget:-:M1|23:Rest:-:-|24:SkipPhase:-:-|25:SkipPhase:-:-"
409,Clean,6,20,20,23,0,0,6,21,3,0,39,"SEED:409|0:PlayTop:ember_006:-|1:SelectTarget:-:M1|2:PlayTop:ember_004:-|3:PlayBottom:ember_008:-|4:SelectTarget:-:A1|5:Rest:-:-|6:PlayTop:ember_002:-|7:SelectTarget:-:A1|8:PlayTop:ember_003:-|9:PlayBottom:ember_001:-|10:SelectTarget:-:A3|11:Rest:-:-|12:PlayTop:ember_004:-|13:PlayTop:ember_005:-|14:SelectTarget:-:A1|15:PlayBottom:ember_003:-|16:Rest:-:-|17:PlayTop:ember_004:-|18:PlayTop:ember_007:-|19:Rest:-:-|20:PlayTop:ember_004:-|21:Rest:-:-|22:SkipPhase:-:-|23:SkipPhase:-:-"
410,Weathered,6,20,20,23,0,0,6,24,5,0,31,"SEED:410|0:PlayTop:ember_002:-|1:SelectTarget:-:M1|2:PlayTop:ember_008:-|3:PlayBottom:ember_001:-|4:SelectTarget:-:A1|5:Rest:-:-|6:PlayTop:ember_006:-|7:SelectTarget:-:A2|8:PlayTop:ember_003:-|9:PlayBottom:ember_004:-|10:Rest:-:-|11:PlayTop:ember_008:-|12:SelectTarget:-:A1|13:PlayTop:ember_007:-|14:PlayBottom:ember_006:-|15:SelectTarget:-:M2|16:Rest:-:-|17:PlayTop:ember_005:-|18:SelectTarget:-:A2|19:PlayTop:ember_008:-|20:Rest:-:-|21:PlayTop:ember_008:-|22:SelectTarget:-:A3|23:Rest:-:-|24:SkipPhase:-:-|25:SkipPhase:-:-"
411,Weathered,6,20,20,23,0,0,6,27,5,0,21,"SEED:411|0:PlayTop:ember_002:-|1:SelectTarget:-:M1|2:PlayTop:ember_004:-|3:PlayBottom:ember_003:-|4:Rest:-:-|5:PlayTop:ember_006:-|6:SelectTarget:-:A1|7:PlayTop:ember_001:-|8:SelectTarget:-:A1|9:PlayBottom:ember_008:-|10:SelectTarget:-:A2|11:Rest:-:-|12:PlayTop:ember_007:-|13:PlayTop:ember_005:-|14:SelectTarget:-:A1|15:PlayBottom:ember_002:-|16:SelectTarget:-:M2|17:Rest:-:-|18:PlayTop:ember_006:-|19:SelectTarget:-:A3|20:PlayTop:ember_007:-|21:Rest:-:-|22:PlayTop:ember_007:-|23:Rest:-:-|24:SkipPhase:-:-|25:SkipPhase:-:-"
412,Weathered,6,20,20,22,0,0,6,20,4,0,24,"SEED:412|0:PlayTop:ember_008:-|1:PlayTop:ember_005:-|2:SelectTarget:-:A1|3:PlayBottom:ember_003:-|4:Rest:-:-|5:PlayTop:ember_002:-|6:SelectTarget:-:M1|7:PlayTop:ember_006:-|8:SelectTarget:-:A1|9:PlayBottom:ember_001:-|10:SelectTarget:-:A3|11:Rest:-:-|12:PlayTop:ember_004:-|13:PlayTop:ember_007:-|14:PlayBottom:ember_002:-|15:SelectTarget:-:M2|16:Rest:-:-|17:PlayTop:ember_004:-|18:PlayTop:ember_005:-|19:SelectTarget:-:I1|20:Rest:-:-|21:PlayTop:ember_004:-|22:Rest:-:-|23:SkipPhase:-:-|24:SkipPhase:-:-"
413,Weathered,6,20,20,23,2,0,6,25,4,0,42,"SEED:413|0:PlayTop:ember_006:-|1:SelectTarget:-:M1|2:PlayTop:ember_004:-|3:PlayBottom:ember_003:-|4:Rest:-:-|5:PlayTop:ember_002:-|6:SelectTarget:-:A1|7:PlayTop:ember_008:-|8:SelectTarget:-:A1|9:PlayBottom:ember_001:-|10:SelectTarget:-:A1|11:Rest:-:-|12:PlayTop:ember_004:-|13:PlayTop:ember_007:-|14:PlayBottom:ember_002:-|15:SelectTarget:-:A2|16:Rest:-:-|17:PlayTop:ember_005:-|18:SelectTarget:-:M2|19:PlayTop:ember_007:-|20:Rest:-:-|21:PlayTop:ember_005:-|22:SelectTarget:-:A1|23:Rest:-:-|24:SkipPhase:-:-|25:SkipPhase:-:-"
414,Clean,6,20,20,23,0,0,7,23,4,0,34,"SEED:414|0:PlayTop:ember_006:-|1:SelectTarget:-:M1|2:PlayTop:ember_001:-|3:PlayBottom:ember_003:-|4:Rest:-:-|5:PlayTop:ember_002:-|6:SelectTarget:-:A1|7:PlayTop:ember_008:-|8:SelectTarget:-:A1|9:PlayBottom:ember_004:-|10:Rest:-:-|11:PlayTop:ember_001:-|12:SelectTarget:-:A1|13:PlayTop:ember_005:-|14:SelectTarget:-:A1|15:PlayBottom:ember_002:-|16:SelectTarget:-:A2|17:Rest:-:-|18:PlayTop:ember_007:-|19:PlayTop:ember_001:-|20:Rest:-:-|21:PlayTop:ember_007:-|22:Rest:-:-|23:SkipPhase:-:-|24:SkipPhase:-:-"
415,Weathered,6,20,20,22,0,0,6,20,4,0,25,"SEED:415|0:PlayTop:ember_006:-|1:SelectTarget:-:M1|2:PlayTop:ember_005:-|3:SelectTarget:-:A1|4:PlayBottom:ember_008:-|5:SelectTarget:-:A1|6:Rest:-:-|7:PlayTop:ember_002:-|8:SelectTarget:-:A2|9:PlayTop:ember_001:-|10:SelectTarget:-:A3|11:PlayBottom:ember_003:-|12:Rest:-:-|13:PlayTop:ember_004:-|14:PlayTop:ember_007:-|15:PlayBottom:ember_002:-|16:SelectTarget:-:A3|17:Rest:-:-|18:PlayTop:ember_005:-|19:SelectTarget:-:A2|20:PlayTop:ember_007:-|21:Rest:-:-|22:PlayTop:ember_005:-|23:SelectTarget:-:M1|24:Rest:-:-|25:SkipPhase:-:-|26:SkipPhase:-:-"
416,Clean,6,20,20,23,0,0,6,20,5,0,35,"SEED:416|0:PlayTop:ember_002:-|1:SelectTarget:-:M1|2:PlayTop:ember_004:-|3:PlayBottom:ember_001:-|4:SelectTarget:-:A2|5:Rest:-:-|6:PlayTop:ember_006:-|7:SelectTarget:-:A1|8:PlayTop:ember_008:-|9:SelectTarget:-:A3|10:PlayBottom:ember_003:-|11:Rest:-:-|12:PlayTop:ember_004:-|13:PlayTop:ember_007:-|14:PlayBottom:ember_006:-|15:SelectTarget:-:A2|16:Rest:-:-|17:PlayTop:ember_004:-|18:PlayTop:ember_005:-|19:SelectTarget:-:A1|20:Rest:-:-|21:PlayTop:ember_005:-|22:SelectTarget:-:M1|23:Rest:-:-|24:SkipPhase:-:-|25:SkipPhase:-:-"
417,Weathered,6,20,20,23,0,0,6,26,4,0,30,"SEED:417|0:PlayTop:ember_002:-|1:SelectTarget:-:M1|2:PlayTop:ember_006:-|3:SelectTarget:-:A1|4:PlayBottom:ember_003:-|5:Rest:-:-|6:PlayTop:ember_008:-|7:SelectTarget:-:A1|8:PlayTop:ember_001:-|9:SelectTarget:-:A3|10:PlayBottom:ember_004:-|11:Rest:-:-|12:PlayTop:ember_001:-|13:SelectTarget:-:A2|14:PlayTop:ember_005:-|15:SelectTarget:-:A1|16:PlayBottom:ember_002:-|17:SelectTarget:-:M2|18:Rest:-:-|19:PlayTop:ember_007:-|20:PlayTop:ember_005:-|21:SelectTarget:-:A1|22:Rest:-:-|23:PlayTop:ember_005:-|24:SelectTarget:-:A1|25:Rest:-:-|26:SkipPhase:-:-|27:SkipPhase:-:-"
418,Clean,6,20,20,23,0,0,6,20,5,0,23,"SEED:418|0:PlayTop:ember_006:-|1:SelectTarget:-:M1|2:PlayTop:ember_004:-|3:PlayBottom:ember_001:-|4:SelectTarget:-:A1|5:Rest:-:-|6:PlayTop:ember_002:-|7:SelectTarget:-:A1|8:PlayTop:ember_003:-|9:PlayBottom:ember_008:-|10:SelectTarget:-:A3|11:Rest:-:-|12:PlayTop:ember_003:-|13:PlayTop:ember_007:-|14:PlayBottom:ember_006:-|15:SelectTarget:-:M2|16:Rest:-:-|17:PlayTop:ember_003:-|18:PlayTop:ember_005:-|19:SelectTarget:-:A1|20:Rest:-:-|21:PlayTop:ember_005:-|22:SelectTarget:-:M1|23:Rest:-:-|24:SkipPhase:-:-|25:SkipPhase:-:-"
419,Weathered,6,20,20,23,0,0,6,28,5,0,28,"SEED:419|0:PlayTop:ember_006:-|1:SelectTarget:-:M1|2:PlayTop:ember_002:-|3:SelectTarget:-:A1|4:PlayBottom:ember_008:-|5:SelectTarget:-:A2|6:Rest:-:-|7:PlayTop:ember_003:-|8:PlayTop:ember_001:-|9:SelectTarget:-:A3|10:PlayBottom:ember_004:-|11:Rest:-:-|12:PlayTop:ember_003:-|13:PlayTop:ember_005:-|14:SelectTarget:-:A1|15:PlayBottom:ember_006:-|16:SelectTarget:-:M2|17:Rest:-:-|18:PlayTop:ember_007:-|19:PlayTop:ember_005:-|20:SelectTarget:-:A2|21:Rest:-:-|22:PlayTop:ember_005:-|23:SelectTarget:-:A3|24:Rest:-:-|25:SkipPhase:-:-|26:SkipPhase:-:-"
420,Clean,6,20,20,23,0,0,6,28,6,0,13,"SEED:420|0:PlayTop:ember_002:-|1:SelectTarget:-:M1|2:PlayTop:ember_004:-|3:PlayBottom:ember_001:-|4:SelectTarget:-:A1|5:Rest:-:-|6:PlayTop:ember_006:-|7:SelectTarget:-:A1|8:PlayTop:ember_003:-|9:PlayBottom:ember_008:-|10:SelectTarget:-:A3|11:Rest:-:-|12:PlayTop:ember_005:-|13:SelectTarget:-:A1|14:PlayTop:ember_007:-|15:PlayBottom:ember_002:-|16:SelectTarget:-:A2|17:Rest:-:-|18:PlayTop:ember_006:-|19:SelectTarget:-:M2|20:PlayTop:ember_007:-|21:Rest:-:-|22:PlayTop:ember_006:-|23:SelectTarget:-:A3|24:Rest:-:-|25:SkipPhase:-:-|26:SkipPhase:-:-"
421,Weathered,6,20,20,23,0,0,10,31,5,0,42,"SEED:421|0:PlayTop:ember_006:-|1:SelectTarget:-:M1|2:PlayTop:ember_002:-|3:SelectTarget:-:A1|4:PlayBottom:ember_003:-|5:Rest:-:-|6:PlayTop:ember_001:-|7:SelectTarget:-:A1|8:PlayTop:ember_008:-|9:SelectTarget:-:A3|10:PlayBottom:ember_004:-|11:Rest:-:-|12:PlayTop:ember_008:-|13:SelectTarget:-:A2|14:PlayTop:ember_007:-|15:PlayBottom:ember_006:-|16:SelectTarget:-:M2|17:Rest:-:-|18:PlayTop:ember_008:-|19:SelectTarget:-:A2|20:PlayTop:ember_005:-|21:SelectTarget:-:A1|22:Rest:-:-|23:PlayTop:ember_008:-|24:SelectTarget:-:A3|25:Rest:-:-|26:SkipPhase:-:-|27:SkipPhase:-:-"
422,Weathered,6,20,20,22,0,0,6,20,3,0,29,"SEED:422|0:PlayTop:ember_002:-|1:SelectTarget:-:M1|2:PlayTop:ember_004:-|3:PlayBottom:ember_003:-|4:Rest:-:-|5:PlayTop:ember_006:-|6:SelectTarget:-:A1|7:PlayTop:ember_008:-|8:SelectTarget:-:A1|9:PlayBottom:ember_001:-|10:SelectTarget:-:A2|11:Rest:-:-|12:PlayTop:ember_008:-|13:SelectTarget:-:A3|14:PlayTop:ember_004:-|15:PlayBottom:ember_005:-|16:SelectTarget:-:A1|17:Rest:-:-|18:PlayTop:ember_007:-|19:PlayTop:ember_008:-|20:Rest:-:-|21:PlayTop:ember_007:-|22:Rest:-:-|23:SkipPhase:-:-|24:SkipPhase:-:-"
423,Weathered,6,20,20,23,2,0,9,23,3,0,18,"SEED:423|0:PlayTop:ember_006:-|1:SelectTarget:-:M1|2:PlayTop:ember_007:-|3:PlayBottom:ember_003:-|4:Rest:-:-|5:PlayTop:ember_002:-|6:SelectTarget:-:A1|7:PlayTop:ember_001:-|8:SelectTarget:-:A2|9:PlayBottom:ember_008:-|10:SelectTarget:-:A2|11:Rest:-:-|12:PlayTop:ember_001:-|13:SelectTarget:-:A3|14:PlayTop:ember_004:-|15:PlayBottom:ember_005:-|16:SelectTarget:-:M2|17:Rest:-:-|18:PlayTop:ember_001:-|19:SelectTarget:-:A2|20:PlayTop:ember_007:-|21:Rest:-:-|22:PlayTop:ember_007:-|23:Rest:-:-|24:SkipPhase:-:-|25:SkipPhase:-:-"
424,Clean,6,20,20,23,0,0,6,20,4,0,21,"SEED:424|0:PlayTop:ember_002:-|1:SelectTarget:-:M1|2:PlayTop:ember_006:-|3:SelectTarget:-:A1|4:PlayBottom:ember_008:-|5:SelectTarget:-:A1|6:Rest:-:-|7:PlayTop:ember_001:-|8:SelectTarget:-:A3|9:PlayTop:ember_004:-|10:PlayBottom:ember_003:-|11:Rest:-:-|12:PlayTop:ember_004:-|13:PlayTop:ember_005:-|14:SelectTarget:-:A1|15:PlayBottom:ember_002:-|16:SelectTarget:-:A2|17:Rest:-:-|18:PlayTop:ember_007:-|19:PlayTop:ember_005:-|20:SelectTarget:-:M1|21:Rest:-:-|22:PlayTop:ember_007:-|23:Rest:-:-|24:SkipPhase:-:-|25:SkipPhase:-:-"
425,Weathered,6,20,20,23,0,0,8,33,4,0,30,"SEED:425|0:PlayTop:ember_006:-|1:SelectTarget:-:M1|2:PlayTop:ember_002:-|3:SelectTarget:-:A1|4:PlayBottom:ember_001:-|5:SelectTarget:-:A1|6:Rest:-:-|7:PlayTop:ember_003:-|8:PlayTop:ember_008:-|9:SelectTarget:-:A3|10:PlayBottom:ember_004:-|11:Rest:-:-|12:PlayTop:ember_008:-|13:SelectTarget:-:A1|14:PlayTop:ember_007:-|15:PlayBottom:ember_002:-|16:SelectTarget:-:M2|17:Rest:-:-|18:PlayTop:ember_005:-|19:SelectTarget:-:A2|20:PlayTop:ember_007:-|21:Rest:-:-|22:PlayTop:ember_007:-|23:Rest:-:-|24:SkipPhase:-:-|25:SkipPhase:-:-"
426,Clean,6,20,20,23,0,0,6,24,5,0,31,"SEED:426|0:PlayTop:ember_006:-|1:SelectTarget:-:M1|2:PlayTop:ember_004:-|3:PlayBottom:ember_003:-|4:Rest:-:-|5:PlayTop:ember_002:-|6:SelectTarget:-:A1|7:PlayTop:ember_008:-|8:SelectTarget:-:A1|9:PlayBottom:ember_001:-|10:SelectTarget:-:A3|11:Rest:-:-|12:PlayTop:ember_008:-|13:SelectTarget:-:A2|14:PlayTop:ember_005:-|15:SelectTarget:-:A1|16:PlayBottom:ember_006:-|17:SelectTarget:-:M2|18:Rest:-:-|19:PlayTop:ember_008:-|20:SelectTarget:-:A2|21:PlayTop:ember_007:-|22:Rest:-:-|23:PlayTop:ember_007:-|24:Rest:-:-|25:SkipPhase:-:-|26:SkipPhase:-:-"
427,Weathered,6,20,20,23,0,0,9,25,3,0,35,"SEED:427|0:PlayTop:ember_002:-|1:SelectTarget:-:M1|2:PlayTop:ember_004:-|3:PlayBottom:ember_001:-|4:SelectTarget:-:A2|5:Rest:-:-|6:PlayTop:ember_006:-|7:SelectTarget:-:A1|8:PlayTop:ember_003:-|9:PlayBottom:ember_008:-|10:SelectTarget:-:A2|11:Rest:-:-|12:PlayTop:ember_003:-|13:PlayTop:ember_004:-|14:PlayBottom:ember_007:-|15:Rest:-:-|16:PlayTop:ember_005:-|17:SelectTarget:-:A3|18:PlayTop:ember_003:-|19:Rest:-:-|20:PlayTop:ember_003:-|21:Rest:-:-|22:SkipPhase:-:-|23:SkipPhase:-:-"
428,Clean,6,20,20,23,0,0,6,21,5,0,33,"SEED:428|0:PlayTop:ember_006:-|1:SelectTarget:-:M1|2:PlayTop:ember_002:-|3:SelectTarget:-:A1|4:PlayBottom:ember_003:-|5:Rest:-:-|6:PlayTop:ember_008:-|7:SelectTarget:-:A1|8:PlayTop:ember_001:-|9:SelectTarget:-:A3|10:PlayBottom:ember_004:-|11:Rest:-:-|12:PlayTop:ember_001:-|13:SelectTarget:-:A3|14:PlayTop:ember_005:-|15:SelectTarget:-:A1|16:PlayBottom:ember_006:-|17:SelectTarget:-:A2|18:Rest:-:-|19:PlayTop:ember_007:-|20:PlayTop:ember_005:-|21:SelectTarget:-:M1|22:Rest:-:-|23:PlayTop:ember_007:-|24:Rest:-:-|25:SkipPhase:-:-|26:SkipPhase:-:-"
429,Weathered,6,20,20,22,2,0,6,30,3,0,36,"SEED:429|0:PlayTop:ember_006:-|1:SelectTarget:-:M1|2:PlayTop:ember_004:-|3:PlayBottom:ember_001:-|4:SelectTarget:-:A1|5:Rest:-:-|6:PlayTop:ember_002:-|7:SelectTarget:-:A1|8:PlayTop:ember_008:-|9:SelectTarget:-:A2|10:PlayBottom:ember_003:-|11:Rest:-:-|12:PlayTop:ember_008:-|13:SelectTarget:-:A1|14:PlayTop:ember_004:-|15:PlayBottom:ember_007:-|16:Rest:-:-|17:PlayTop:ember_005:-|18:SelectTarget:-:A2|19:PlayTop:ember_008:-|20:Rest:-:-|21:PlayTop:ember_005:-|22:SelectTarget:-:A1|23:Rest:-:-|24:SkipPhase:-:-|25:SkipPhase:-:-"
430,Weathered,6,20,20,22,0,0,6,20,4,0,38,"SEED:430|0:PlayTop:ember_002:-|1:SelectTarget:-:M1|2:PlayTop:ember_006:-|3:SelectTarget:-:A1|4:PlayBottom:ember_003:-|5:Rest:-:-|6:PlayTop:ember_008:-|7:SelectTarget:-:A1|8:PlayTop:ember_001:-|9:SelectTarget:-:A2|10:PlayBottom:ember_004:-|11:Rest:-:-|12:PlayTop:ember_008:-|13:SelectTarget:-:A3|14:PlayTop:ember_007:-|15:PlayBottom:ember_002:-|16:SelectTarget:-:M2|17:Rest:-:-|18:PlayTop:ember_005:-|19:SelectTarget:-:A1|20:PlayTop:ember_007:-|21:Rest:-:-|22:PlayTop:ember_005:-|23:SelectTarget:-:M1|24:Rest:-:-|25:SkipPhase:-:-|26:SkipPhase:-:-"
431,Weathered,6,20,20,23,0,0,8,31,6,0,22,"SEED:431|0:PlayTop:ember_002:-|1:SelectTarget:-:M1|2:PlayTop:ember_004:-|3:PlayBottom:ember_008:-|4:SelectTarget:-:A2|5:Rest:-:-|6:PlayTop:ember_006:-|7:SelectTarget:-:A1|8:PlayTop:ember_001:-|9:SelectTarget:-:A3|10:PlayBottom:ember_003:-|11:Rest:-:-|12:PlayTop:ember_005:-|13:SelectTarget:-:M1|14:PlayTop:ember_007:-|15:PlayBottom:ember_002:-|16:SelectTarget:-:M2|17:Rest:-:-|18:PlayTop:ember_006:-|19:SelectTarget:-:A2|20:PlayTop:ember_005:-|21:SelectTarget:-:A3|22:Rest:-:-|23:PlayTop:ember_006:-|24:SelectTarget:-:A3|25:Rest:-:-|26:SkipPhase:-:-|27:SkipPhase:-:-"
432,Clean,6,20,20,23,0,0,6,25,5,0,27,"SEED:432|0:PlayTop:ember_004:-|1:PlayTop:ember_005:-|2:SelectTarget:-:A1|3:PlayBottom:ember_008:-|4:SelectTarget:-:A1|5:Rest:-:-|6:PlayTop:ember_006:-|7:SelectTarget:-:M1|8:PlayTop:ember_002:-|9:SelectTarget:-:A1|10:PlayBottom:ember_001:-|11:SelectTarget:-:A1|12:Rest:-:-|13:PlayTop:ember_004:-|14:PlayTop:ember_007:-|15:PlayBottom:ember_003:-|16:Rest:-:-|17:PlayTop:ember_002:-|18:SelectTarget:-:M2|19:PlayTop:ember_007:-|20:Rest:-:-|21:PlayTop:ember_002:-|22:SelectTarget:-:A3|23:Rest:-:-|24:SkipPhase:-:-|25:SkipPhase:-:-"
